0.3243243243243243,0.3333333333333333,0.28225806451612906,0.3531746031746032,0.2836624775583483,0.2896281800391389,0.35838150289017345,0.2793522267206478,0.26452905811623245,0.20039292730844793,0.4328147100424329,0.36097560975609755,0.4277777777777778,0.3876651982378855,0.4291725105189341,0.45454545454545453,0.4440993788819876,0.44096728307254623,0.5084226646248087,0.555366269165247,0.5260223048327138,0.6764091858037579,0.5890547263681593,0.6698935140367861,0.5422535211267606,0.5795121951219512,0.5840220385674932,0.4975845410628019,0.49594438006952496,0.6129970902036858,0.6569148936170212,0.6445047489823609,0.6612576064908723,0.642570281124498,0.5417721518987342,0.623237071860309,0.6568364611260054,0.6702557200538358,0.6980132450331126,0.640531561461794
84.0,83.0,70.0,89.0,79.0,74.0,93.0,69.0,66.0,51.0,153.0,111.0,154.0,132.0,153.0,160.0,143.0,155.0,166.0,163.0,283.0,324.0,296.0,346.0,231.0,297.0,318.0,206.0,214.0,316.0,494.0,475.0,489.0,480.0,321.0,464.0,490.0,498.0,527.0,482.0
1625.0,1644.0,1633.0,1644.0,1581.0,1622.0,1633.0,1634.0,1626.0,1601.0,1505.0,1555.0,1493.0,1510.0,1499.0,1515.0,1558.0,1511.0,1572.0,1635.0,1266.0,1425.0,1350.0,1372.0,1438.0,1331.0,1288.0,1437.0,1410.0,1344.0,1049.0,1060.0,1069.0,1045.0,1195.0,1034.0,1057.0,1071.0,1076.0,1036.0
18.0,19.0,32.0,13.0,23.0,29.0,9.0,33.0,36.0,51.0,52.0,94.0,51.0,73.0,52.0,45.0,62.0,50.0,39.0,42.0,128.0,87.0,115.0,65.0,180.0,114.0,93.0,205.0,197.0,96.0,192.0,211.0,197.0,207.0,365.0,222.0,196.0,188.0,160.0,204.0
332.0,313.0,324.0,313.0,376.0,334.0,324.0,323.0,331.0,356.0,349.0,299.0,361.0,344.0,355.0,339.0,296.0,343.0,282.0,219.0,382.0,223.0,298.0,276.0,210.0,317.0,360.0,211.0,238.0,303.0,324.0,313.0,304.0,327.0,178.0,339.0,316.0,302.0,296.0,337.0
0.3243243243243243,0.3333333333333333,0.28225806451612906,0.3531746031746032,0.2836624775583483,0.2896281800391389,0.35838150289017345,0.2793522267206478,0.26452905811623245,0.20039292730844793,0.4328147100424329,0.36097560975609755,0.4277777777777778,0.3876651982378855,0.4291725105189341,0.45454545454545453,0.4440993788819876,0.44096728307254623,0.5084226646248087,0.555366269165247,0.5260223048327138,0.6764091858037579,0.5890547263681593,0.6698935140367861,0.5422535211267606,0.5795121951219512,0.5840220385674932,0.4975845410628019,0.49594438006952496,0.6129970902036858,0.6569148936170212,0.6445047489823609,0.6612576064908723,0.642570281124498,0.5417721518987342,0.623237071860309,0.6568364611260054,0.6702557200538358,0.6980132450331126,0.640531561461794
84.0,83.0,70.0,89.0,79.0,74.0,93.0,69.0,66.0,51.0,153.0,111.0,154.0,132.0,153.0,160.0,143.0,155.0,166.0,163.0,283.0,324.0,296.0,346.0,231.0,297.0,318.0,206.0,214.0,316.0,494.0,475.0,489.0,480.0,321.0,464.0,490.0,498.0,527.0,482.0
1625.0,1644.0,1633.0,1644.0,1581.0,1622.0,1633.0,1634.0,1626.0,1601.0,1505.0,1555.0,1493.0,1510.0,1499.0,1515.0,1558.0,1511.0,1572.0,1635.0,1266.0,1425.0,1350.0,1372.0,1438.0,1331.0,1288.0,1437.0,1410.0,1344.0,1049.0,1060.0,1069.0,1045.0,1195.0,1034.0,1057.0,1071.0,1076.0,1036.0
18.0,19.0,32.0,13.0,23.0,29.0,9.0,33.0,36.0,51.0,52.0,94.0,51.0,73.0,52.0,45.0,62.0,50.0,39.0,42.0,128.0,87.0,115.0,65.0,180.0,114.0,93.0,205.0,197.0,96.0,192.0,211.0,197.0,207.0,365.0,222.0,196.0,188.0,160.0,204.0
332.0,313.0,324.0,313.0,376.0,334.0,324.0,323.0,331.0,356.0,349.0,299.0,361.0,344.0,355.0,339.0,296.0,343.0,282.0,219.0,382.0,223.0,298.0,276.0,210.0,317.0,360.0,211.0,238.0,303.0,324.0,313.0,304.0,327.0,178.0,339.0,316.0,302.0,296.0,337.0
0.6635638880354996,0.6154964868146587,0.6660849981802234,0.5818916039879464,0.7645980034737248,0.7052083208902441,0.7516437860926731,0.6273166633729654,0.6607444406211429,0.7263049374560704,0.6826689895354484,0.8530301351177415,0.6354927735985364,0.7819921706790018,0.6849883689156915,0.7287934504638948,0.7961647201763872,0.7188167487414713,0.7764051496439136,0.604472495761539,0.9549433589821102,0.9512092475786128,0.8992265897526514,1.1679548827064594,1.1327602219718629,0.9704137662506218,0.8945715744747134,0.996457039945905,0.9347883583970686,0.8152601212614083,1.3878784451274022,1.390614772691512,1.6760897703930104,1.2405308836704223,1.154898552541144,1.210654187546081,1.2263064054040573,1.4450847482022087,2.0951243475590946,1.4407195753397897
1.2210816604989347,1.1582255145703435,1.1790682115910638,1.1405463094824555,1.2475243007556938,1.19430149612719,1.2270214515690776,1.1807790876292727,1.2629852738819667,1.2041958378226842,1.2230417805806042,1.243494637282861,1.2089743888636855,1.268472204096802,1.2820194119164752,1.299149559160272,1.2193532229562973,1.2378205966093787,1.2592820261089237,1.1019682285573837,1.374766439766697,1.1556169435921915,1.3032249754412792,1.3277929430785052,1.2912018502277922,1.4051743086668889,1.4002084791187572,1.3704022496301802,1.2288508528241646,1.3314063905227542,1.3036288070114987,1.547331579634736,1.4278424453464749,1.3624269564227989,1.3380690861682791,1.3006641276776776,1.5330305452700257,1.6007237911672227,1.4055930724798538,1.49910071041695
5.096912135610572,4.741006936376949,5.302733936411178,4.6719865458868535,6.52067582181581,5.587450987468218,6.672059078065531,5.539874869886206,6.605716803870354,6.288230574286043,6.2152453741172895,30.33939919314712,5.100327506898233,5.858460997192506,5.491251706710068,5.542035080782732,8.874103370675485,5.995285482238789,5.840629503709202,5.269802719038439,11.240052371849323,11.30837948204507,5.3205540755716765,11.905162396195667,55.21543181870668,11.829336251466183,6.115741619668019,53.720745340300034,54.037960557638485,5.727508209392335,20.645512101953624,15.546239723916862,16.687816377446413,7.854402882565202,68.1738772783612,28.133373491556355,9.9833212901563,9.038191660353382,37.63373759189903,14.64682657901191
3.012334644460871,2.861235621180501,3.218573297040658,3.0297969329211423,3.4226508298360985,3.1670253203279723,3.188358757831626,3.102250356043965,2.8657082496986583,3.375350377687732,3.0192511710599854,3.7000373794136117,2.7661299908494246,3.3454209970231847,3.0193412595091784,3.3794947826195467,3.5979816438552716,3.5119615879328236,3.5899391828373255,2.893632268757251,3.748566225948782,4.394839726656349,2.954190337364027,6.022385855118118,8.729529078906443,5.920140441906753,3.4464054257955135,8.48932325076338,5.0929058588722995,3.1546886823838785,3.952572962023048,8.059443667065231,3.7374416338189116,4.495758819320826,7.206590348508722,4.70065276672504,3.8972660919108604,7.881631152777633,8.584645146978906,5.847099613550016
